t, a, b, c, d, e, f
1.8785e-01, -10, -12, -6, 18, -29, -39
1.8790e-01, -10, -12, -6, 18, -29, -39
1.8795e-01, -12, -11, -7, 22, -29, -39
1.8800e-01, -12, -11, -7, 22, -29, -39
1.8805e-01, -14, -10, -5, 21, -28, -38
1.8810e-01, -14, -10, -5, 21, -28, -38
1.8815e-01, -16, -7, -5, 24, -27, -36
1.8820e-01, -16, -7, -5, 24, -27, -36
1.8825e-01, -18, -6, -4, 23, -26, -36
1.8830e-01, -18, -6, -4, 23, -26, -36
1.8835e-01, -16, -4, -1, 25, -23, -36
1.8840e-01, -16, -4, -1, 25, -23, -36
1.8845e-01, -18, -2, -5, 26, -24, -37
1.8850e-01, -18, -2, -5, 26, -24, -37
1.8855e-01, -20, -1, -3, 27, -22, -36
1.8860e-01, -20, -1, -3, 27, -22, -36
1.8865e-01, -20, 1, -2, 28, -19, -38
1.8870e-01, -20, 1, -2, 28, -19, -38
1.8875e-01, -19, 4, 1, 27, -19, -38
1.8880e-01, -19, 4, 1, 27, -19, -38
1.8885e-01, -18, 5, 1, 26, -16, -37
1.8890e-01, -18, 5, 1, 26, -16, -37
1.8895e-01, -18, 7, 2, 29, -15, -39
1.8900e-01, -18, 7, 2, 29, -15, -39
1.8905e-01, -16, 8, 3, 27, -14, -39
1.8910e-01, -16, 8, 3, 27, -14, -39
1.8915e-01, -16, 10, 4, 28, -10, -38
1.8920e-01, -16, 10, 4, 28, -10, -38
1.8925e-01, -14, 10, 6, 29, -10, -39
1.8930e-01, -14, 10, 6, 29, -10, -39
1.8935e-01, -13, 11, 6, 26, -7, -40
1.8940e-01, -13, 11, 6, 26, -7, -40
1.8945e-01, -13, 13, 8, 27, -4, -37
1.8950e-01, -13, 13, 8, 27, -4, -37
1.8955e-01, -12, 14, 9, 26, -1, -37
1.8960e-01, -12, 14, 9, 26, -1, -37
1.8965e-01, -12, 13, 12, 27, 1, -37
1.8970e-01, -12, 13, 12, 27, 1, -37
1.8975e-01, -10, 13, 12, 25, 3, -35
1.8980e-01, -10, 13, 12, 25, 3, -35
1.8985e-01, -10, 15, 14, 25, 6, -32
1.8990e-01, -10, 15, 14, 25, 6, -32
1.8995e-01, -10, 16, 14, 24, 9, -32
1.9000e-01, -10, 16, 14, 24, 9, -32
1.9005e-01, -9, 16, 14, 25, 13, -30
1.9010e-01, -9, 16, 14, 25, 13, -30
1.9015e-01, -8, 18, 15, 23, 15, -29
1.9020e-01, -8, 18, 15, 23, 15, -29
1.9025e-01, -7, 18, 17, 22, 16, -26
1.9030e-01, -7, 18, 17, 22, 16, -26
1.9035e-01, -7, 19, 21, 22, 19, -27
1.9040e-01, -7, 19, 21, 22, 19, -27
1.9045e-01, -6, 20, 18, 20, 20, -23
1.9050e-01, -6, 20, 18, 20, 20, -23
1.9055e-01, -4, 20, 17, 20, 21, -23
1.9060e-01, -4, 20, 17, 20, 21, -23
1.9065e-01, -2, 21, 19, 21, 24, -22
1.9070e-01, -2, 21, 19, 21, 24, -22
1.9075e-01, -2, 21, 19, 19, 23, -21
1.9080e-01, -2, 21, 19, 19, 23, -21
1.9085e-01, 3, 21, 19, 18, 22, -20
1.9090e-01, 3, 21, 19, 18, 22, -20
1.9095e-01, 3, 21, 18, 19, 24, -21
1.9100e-01, 3, 21, 18, 19, 24, -21
1.9105e-01, 4, 22, 19, 18, 24, -20
1.9110e-01, 4, 22, 19, 18, 24, -20
1.9115e-01, 8, 22, 17, 17, 24, -20
1.9120e-01, 8, 22, 17, 17, 24, -20
1.9125e-01, 10, 20, 17, 15, 22, -19
1.9130e-01, 10, 20, 17, 15, 22, -19
1.9135e-01, 13, 20, 16, 16, 22, -19
1.9140e-01, 13, 20, 16, 16, 22, -19
1.9145e-01, 14, 20, 13, 14, 19, -17
1.9150e-01, 14, 20, 13, 14, 19, -17
1.9155e-01, 17, 19, 13, 19, 18, -17
1.9160e-01, 17, 19, 13, 19, 18, -17
1.9165e-01, 18, 18, 11, 13, 18, -16
1.9170e-01, 18, 18, 11, 13, 18, -16
1.9175e-01, 22, 17, 10, 14, 19, -14
1.9180e-01, 22, 17, 10, 14, 19, -14
1.9185e-01, 22, 18, 8, 12, 16, -13
1.9190e-01, 22, 18, 8, 12, 16, -13
1.9195e-01, 22, 17, 9, 11, 16, -12
1.9200e-01, 22, 17, 9, 11, 16, -12
1.9205e-01, 22, 15, 5, 8, 17, -12
1.9210e-01, 22, 15, 5, 8, 17, -12
1.9215e-01, 23, 16, 4, 10, 15, -10
1.9220e-01, 23, 16, 4, 10, 15, -10
1.9225e-01, 22, 14, 0, 9, 15, -6
1.9230e-01, 22, 14, 0, 9, 15, -6
1.9235e-01, 24, 14, 1, 4, 13, -2
1.9240e-01, 24, 14, 1, 4, 13, -2
1.9245e-01, 24, 13, -1, 4, 14, 0
1.9250e-01, 24, 13, -1, 4, 14, 0
1.9255e-01, 23, 11, -3, 6, 13, 5
1.9260e-01, 23, 11, -3, 6, 13, 5
1.9265e-01, 23, 10, -3, 4, 15, 10
1.9270e-01, 23, 10, -3, 4, 15, 10
1.9275e-01, 23, 9, -6, 2, 15, 15
1.9280e-01, 23, 9, -6, 2, 15, 15
1.9285e-01, 23, 6, -8, 0, 13, 20
1.9290e-01, 23, 6, -8, 0, 13, 20
1.9295e-01, 23, 5, -11, 1, 14, 29
1.9300e-01, 23, 5, -11, 1, 14, 29
1.9305e-01, 23, 1, -9, -4, 12, 32
1.9310e-01, 23, 1, -9, -4, 12, 32
1.9315e-01, 22, 2, -11, -5, 13, 38
1.9320e-01, 22, 2, -11, -5, 13, 38
1.9325e-01, 23, 1, -11, -6, 12, 42
1.9330e-01, 23, 1, -11, -6, 12, 42
1.9335e-01, 20, 0, -11, -7, 12, 48
1.9340e-01, 20, 0, -11, -7, 12, 48
1.9345e-01, 21, -2, -10, -9, 12, 51
1.9350e-01, 21, -2, -10, -9, 12, 51
1.9355e-01, 20, -3, -11, -10, 9, 57
1.9360e-01, 20, -3, -11, -10, 9, 57
1.9365e-01, 17, -3, -12, -10, 9, 60
1.9370e-01, 17, -3, -12, -10, 9, 60
1.9375e-01, 15, -6, -13, -12, 10, 66
1.9380e-01, 15, -6, -13, -12, 10, 66
1.9385e-01, 14, -8, -11, -11, 7, 73
1.9390e-01, 14, -8, -11, -11, 7, 73
1.9395e-01, 13, -8, -11, -14, 8, 75
1.9400e-01, 13, -8, -11, -14, 8, 75
1.9405e-01, 13, -10, -10, -14, 6, 81
1.9410e-01, 13, -10, -10, -14, 6, 81
1.9415e-01, 11, -9, -9, -16, 7, 83
1.9420e-01, 11, -9, -9, -16, 7, 83
1.9425e-01, 12, -11, -10, -16, 8, 87
1.9430e-01, 12, -11, -10, -16, 8, 87
1.9435e-01, 12, -15, -8, -18, 6, 86
1.9440e-01, 12, -15, -8, -18, 6, 86
1.9445e-01, 12, -15, -8, -20, 9, 90
1.9450e-01, 12, -15, -8, -20, 9, 90
1.9455e-01, 14, -13, -6, -20, 9, 90
1.9460e-01, 14, -13, -6, -20, 9, 90
1.9465e-01, 15, -15, -4, -20, 11, 91
1.9470e-01, 15, -15, -4, -20, 11, 91
1.9475e-01, 14, -13, -4, -20, 11, 92
1.9480e-01, 14, -13, -4, -20, 11, 92
1.9485e-01, 17, -14, -3, -19, 12, 90
1.9490e-01, 17, -14, -3, -19, 12, 90
1.9495e-01, 17, -14, -2, -18, 12, 89
1.9500e-01, 17, -14, -2, -18, 12, 89
1.9505e-01, 17, -13, 1, -20, 13, 87
1.9510e-01, 17, -13, 1, -20, 13, 87
1.9515e-01, 19, -12, 1, -18, 15, 85
1.9520e-01, 19, -12, 1, -18, 15, 85
1.9525e-01, 17, -10, 2, -18, 16, 83
1.9530e-01, 17, -10, 2, -18, 16, 83
1.9535e-01, 18, -6, 3, -18, 20, 82
1.9540e-01, 18, -6, 3, -18, 20, 82
1.9545e-01, 19, -4, 5, -16, 18, 79
1.9550e-01, 19, -4, 5, -16, 18, 79
1.9555e-01, 18, -2, 5, -15, 20, 78
1.9560e-01, 18, -2, 5, -15, 20, 78
1.9565e-01, 17, 1, 6, -14, 21, 76
1.9570e-01, 17, 1, 6, -14, 21, 76
1.9575e-01, 16, 1, 8, -10, 22, 72
1.9580e-01, 16, 1, 8, -10, 22, 72
1.9585e-01, 15, 1, 9, -11, 22, 74
1.9590e-01, 15, 1, 9, -11, 22, 74
1.9595e-01, 14, 8, 8, -8, 20, 72
1.9600e-01, 14, 8, 8, -8, 20, 72
1.9605e-01, 13, 6, 8, -8, 22, 69
1.9610e-01, 13, 6, 8, -8, 22, 69
1.9615e-01, 9, 7, 9, -7, 20, 69
1.9620e-01, 9, 7, 9, -7, 20, 69
1.9625e-01, 10, 11, 5, -1, 20, 68
1.9630e-01, 10, 11, 5, -1, 20, 68
1.9635e-01, 7, 12, 8, -2, 17, 64
1.9640e-01, 7, 12, 8, -2, 17, 64
1.9645e-01, 6, 9, 7, -3, 17, 62
1.9650e-01, 6, 9, 7, -3, 17, 62
1.9655e-01, 2, 10, 6, 1, 16, 61
1.9660e-01, 2, 10, 6, 1, 16, 61
1.9665e-01, 3, 10, 6, 3, 13, 59
1.9670e-01, 3, 10, 6, 3, 13, 59
1.9675e-01, 4, 13, 5, 4, 11, 59
1.9680e-01, 4, 13, 5, 4, 11, 59
1.9685e-01, 3, 12, 4, 6, 8, 55
1.9690e-01, 3, 12, 4, 6, 8, 55
1.9695e-01, 2, 12, 3, 6, 7, 56
1.9700e-01, 2, 12, 3, 6, 7, 56
1.9705e-01, 2, 13, 3, 8, 5, 52
1.9710e-01, 2, 13, 3, 8, 5, 52
1.9715e-01, 3, 13, 3, 7, 3, 54
1.9720e-01, 3, 13, 3, 7, 3, 54
1.9725e-01, 5, 12, 2, 9, 1, 51
1.9730e-01, 5, 12, 2, 9, 1, 51
1.9735e-01, 6, 13, 2, 10, -2, 48
1.9740e-01, 6, 13, 2, 10, -2, 48
1.9745e-01, 6, 13, 2, 11, -4, 46
1.9750e-01, 6, 13, 2, 11, -4, 46
1.9755e-01, 9, 14, 1, 11, -6, 44
1.9760e-01, 9, 14, 1, 11, -6, 44
1.9765e-01, 5, 14, -1, 15, -7, 42
1.9770e-01, 5, 14, -1, 15, -7, 42
1.9775e-01, 11, 13, 1, 13, -9, 41
1.9780e-01, 11, 13, 1, 13, -9, 41
1.9785e-01, 10, 13, -1, 14, -9, 38
1.9790e-01, 10, 13, -1, 14, -9, 38
1.9795e-01, 11, 14, -1, 17, -12, 35
1.9800e-01, 11, 14, -1, 17, -12, 35
1.9805e-01, 11, 15, -1, 14, -13, 33
1.9810e-01, 11, 15, -1, 14, -13, 33
1.9815e-01, 10, 14, -1, 14, -15, 29
1.9820e-01, 10, 14, -1, 14, -15, 29
1.9825e-01, 13, 17, -2, 16, -15, 24
1.9830e-01, 13, 17, -2, 16, -15, 24
1.9835e-01, 10, 18, -1, 17, -18, 23
1.9840e-01, 10, 18, -1, 17, -18, 23
1.9845e-01, 10, 17, -1, 18, -16, 18
1.9850e-01, 10, 17, -1, 18, -16, 18
1.9855e-01, 9, 18, -1, 18, -19, 13
1.9860e-01, 9, 18, -1, 18, -19, 13
1.9865e-01, 8, 19, -1, 18, -18, 9
1.9870e-01, 8, 19, -1, 18, -18, 9
1.9875e-01, 7, 17, -1, 17, -20, 4
1.9880e-01, 7, 17, -1, 17, -20, 4
1.9885e-01, 8, 17, 0, 18, -19, -3
1.9890e-01, 8, 17, 0, 18, -19, -3
1.9895e-01, 6, 17, 1, 18, -19, -4
1.9900e-01, 6, 17, 1, 18, -19, -4
1.9905e-01, 5, 16, 1, 17, -19, -9
1.9910e-01, 5, 16, 1, 17, -19, -9
1.9915e-01, 3, 16, 3, 19, -19, -11
1.9920e-01, 3, 16, 3, 19, -19, -11
1.9925e-01, 0, 14, 2, 19, -19, -17
1.9930e-01, 0, 14, 2, 19, -19, -17
1.9935e-01, 0, 11, 3, 17, -19, -19
1.9940e-01, 0, 11, 3, 17, -19, -19
1.9945e-01, -3, 11, 6, 16, -21, -22
1.9950e-01, -3, 11, 6, 16, -21, -22
1.9955e-01, -3, 7, 6, 17, -22, -20
1.9960e-01, -3, 7, 6, 17, -22, -20
1.9965e-01, -2, 3, 5, 17, -20, -23
1.9970e-01, -2, 3, 5, 17, -20, -23
1.9975e-01, -3, 2, 8, 16, -22, -20
1.9980e-01, -3, 2, 8, 16, -22, -20
1.9985e-01, -4, 0, 8, 14, -21, -21
1.9990e-01, -4, 0, 8, 14, -21, -21
1.9995e-01, -3, -3, 8, 14, -22, -21
